Name,Critical_Temperature,Critical_Temp_unit,Critical_Pressure,Critical_pressure_unit,Critical_Volume,Critical_vol_unit,Critical_Compressibility,Boiling_point,Boiling_point_unit,Mol_wt,Liquid_volume_at_BP,Liquid_vol_unit_at_BP,AcentricityFactor,Heat_of_Formation,Heat_of_Formation_unit,Gibbs_Energy_Of_Formation,Gibbs_Energy_Of_Formation_unit,Heat_of_combustion,Heat_of_combustion_unit,Lq_Den_A,Lq_Den_B,Lq_Den_C,Lq_Den_D,Lq_Den_Tmin,Lq_Den_Tmax,Lq_Den_unit,Vap_P_A,Vap_P_B,Vap_P_C,Vap_P_D,Vap_P_E,Vap_P_Tmin,Vap_P_Tmax,Vap_P_unit,Liq_Cp_A,Liq_Cp_B,Liq_Cp_C,Liq_Cp_D,Liq_Cp_E,Liq_Cp_Tmin,Liq_Cp_Tmax,Liq_Cp_unit,Gas_Cp_A,Gas_Cp_B,Gas_Cp_C,Gas_Cp_D,Gas_Cp_E,Gas_Cp_Tmin,Gas_Cp_Tmax,Gas_Cp_unit,Liq_vis_A,Liq_vis_B,Liq_vis_C,Liq_vis_D,Liq_vis_E,Liq_vis_Tmin,Liq_vis_Tmax,Liq_vis_unit,Liq_Therm_con_A,Liq_Therm_con_B,Liq_Therm_con_C,Liq_Therm_con_D,Liq_Therm_con_E,Liq_Therm_con_Tmin,Liq_Therm_con_Tmax,Liq_Therm_con_unit,Vap_Therm_con_A,Vap_Therm_con_B,Vap_Therm_con_C,Vap_Therm_con_D,Vap_Therm_con_Tmin,Vap_Therm_con_Tmax,Vap_Therm_con_unit,Heat_of_vap_A,Heat_of_vap_B,Heat_of_vap_C,Heat_of_vap_D,Heat_of_vap_E,Heat_of_vap_Tmin,Heat_of_vap_Tmax,Heat_of_vap_unit
"1,2,4,5-tetramethylbenzene",676.0,K,2900000.0,Pa,0.482,m3/kmol,0.249,470.0,K,134.218,0.15228,m3/kmol,0.423,-45270000.0,J/kmol,117700000.0,J/kmol,-5507000000.0,J/kmol,0.65779,0.28461,677.16,0.31429,288.15,677.15,kmol/m3,96.028,-9355.7,-10.676,4.95e-06,2.0,346.75,676.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.60771E+08,4.9152,-10.3767,9.30389,-3.2208,298.15,658.97,J/kmol
2-ethyl-m-xylene,670.0,K,2960000.0,Pa,0.446,m3/kmol,0.261,463.19,K,134.218,0.151424,m3/kmol,0.405,-26230000.0,J/kmol,137900000.0,J/kmol,-5548000000.0,J/kmol,0.55372,0.25979,670.0,0.29804,256.89,649.2,kmol/m3,101.54,-9425.0,-11.552,5.8e-06,2.0,256.89,671.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.2672E+07,1.1027,-0.68529,-0.33367,0.36103,256.89,649.2,J/kmol
2-ethyl-p-xylene,680.0,K,3380000.0,Pa,0.461,m3/kmol,0.252,460.09,K,134.218,0.153715,m3/kmol,0.36,-32180000.0,J/kmol,127300000.0,J/kmol,-5543000000.0,J/kmol,0.15639,0.13957,680.0,0.19566,219.52,639.66,kmol/m3,51.358,-7093.87,-3.98884,2.14e-07,2.0,219.52,680.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.26994E+07,2.58092,-6.4761,7.12579,-2.74032,219.52,663,J/kmol
4-ethyl-m-xylene,665.0,K,2850000.0,Pa,0.456,m3/kmol,0.251,461.59,K,134.218,0.153864,m3/kmol,0.409,-30800000.0,J/kmol,128600000.0,J/kmol,-5544000000.0,J/kmol,0.53184,0.25635,665.0,0.29535,210.27,641.07,kmol/m3,109.6,-9849.7,-12.73,6.36e-06,2.0,210.27,665.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.58648E+07,0.958711,-1.95219,2.24001,-0.865941,210.27,641.07,J/kmol
4-ethyl-o-xylene,666.0,K,2890000.0,Pa,0.452,m3/kmol,0.254,462.93,K,134.218,0.154172,m3/kmol,0.42,-32090000.0,J/kmol,127400000.0,J/kmol,-5542000000.0,J/kmol,0.54664,0.26088,666.0,0.29186,206.22,642.75,kmol/m3,96.694,-9142.9,-10.852,5.55e-06,2.0,206.22,667.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.3714E+07,-2.7554,9.4578,-11.023,4.6307,206.22,642.75,J/kmol
1-methyl-3-n-propylbenzene,656.0,K,2860000.0,Pa,0.482,m3/kmol,0.249,455.13,K,134.218,0.156623,m3/kmol,0.412785,-24140000.0,J/kmol,135200000.0,J/kmol,-5551600000.0,J/kmol,0.18222,0.15152,656.0,0.20178,190.57,654.0,kmol/m3,107.459,-9508.77,-12.4892,6.78e-06,2.0,190.57,654.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.19456E+07,0.0524158,1.08883,-1.22236,0.439479,190.57,654,J/kmol
1-methyl-4-n-propylbenzene,658.0,K,2860000.0,Pa,0.482,m3/kmol,0.248,456.53,K,134.218,0.157097,m3/kmol,0.413441,-23140000.0,J/kmol,138200000.0,J/kmol,-5552800000.0,J/kmol,0.48219,0.24259,658.0,0.32531,209.55,632.5,kmol/m3,103.233,-9321.42,-11.8535,6.23e-06,2.0,209.55,656.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.9632E+07,-0.13089,1.5769,-1.8325,0.74608,209.55,656,J/kmol
P-diisopropylbenzene,675.0,K,2360000.0,Pa,0.584,m3/kmol,0.256,483.52,K,162.271,0.190236,m3/kmol,0.476415,-77600000.0,J/kmol,147804000.0,J/kmol,-6770000000.0,J/kmol,0.77801,0.34547,675.0,0.38736,256.08,666.21,kmol/m3,121.626,-10711.8,-14.5627,8.94e-06,2.0,256.08,689.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,9.5721E+07,2.16614,-4.61607,4.77725,-1.85237,256.08,666.21,J/kmol
Methyl isobutyl ketone,574.6,K,3270000.0,Pa,0.3406,m3/kmol,0.256,389.15,K,100.159,0.12581,m3/kmol,0.352,-288000000.0,J/kmol,-135100000.0,J/kmol,-3490000000.0,J/kmol,0.70438,0.26215,574.6,0.2872,189.15,574.6,kmol/m3,151.997,-9958.63,-19.6891,1.68e-05,2.0,189.15,574.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,2.7929E+07,-4.5647,14.372,-16.097,6.5387,189.15,574.6,J/kmol
3-heptanone,605.0,K,3010000.0,Pa,0.421,m3/kmol,0.251,420.55,K,114.186,0.140257,m3/kmol,0.407565,-301000000.0,J/kmol,-119600000.0,J/kmol,-4098000000.0,J/kmol,0.65544,0.26958,605.0,0.29059,234.15,587.0,kmol/m3,59.94,-7156.97,-5.20128,1.29e-07,2.0,234.15,606.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.7269E+07,0.830475,-1.25638,1.59272,-0.756362,234.15,587,J/kmol
4-heptanone,595.0,K,2920000.0,Pa,0.421,m3/kmol,0.253,417.15,K,114.186,0.140625,m3/kmol,0.471409,-301000000.0,J/kmol,-119600000.0,J/kmol,-4090000000.0,J/kmol,0.78297,0.29215,595.0,0.33209,240.65,582.98,kmol/m3,121.558,-9310.28,-14.8527,1.08e-05,2.0,240.65,602.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.63056E+07,0.51436,0.600897,-1.41443,0.688564,240.65,582.98,J/kmol
3-hexanone,582.8,K,3320000.0,Pa,0.378,m3/kmol,0.256,396.65,K,100.159,0.12343,m3/kmol,0.38,-277700000.0,J/kmol,-125300000.0,J/kmol,-3492000000.0,J/kmol,0.60844,0.24303,582.83,0.26177,217.5,582.82,kmol/m3,109.459,-8520.55,-13.0153,9.02e-06,2.0,217.5,582.82,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.13427E+07,-0.294625,1.94188,-1.96318,0.653572,217.5,563.59,J/kmol
2-pentanone,561.1,K,3690000.0,Pa,0.301,m3/kmol,0.238,375.39,K,86.1323,0.10733,m3/kmol,0.346,-259200000.0,J/kmol,-138400000.0,J/kmol,-2880000000.0,J/kmol,0.8193,0.25958,561.1,0.28941,196.29,561.08,kmol/m3,92.0177,-7341.88,-10.4576,7.61e-06,2.0,196.29,561.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.07419E+07,1.09782,-1.35015,0.926065,-0.25017,196.29,561.08,J/kmol
2-hexanone,587.0,K,3320000.0,Pa,0.378,m3/kmol,0.254,400.7,K,100.159,0.1241,m3/kmol,0.393,-279826000.0,J/kmol,-130081000.0,J/kmol,-3490000000.0,J/kmol,0.58528,0.23872,587.62,0.26191,217.35,587.61,kmol/m3,81.2261,-7467.99,-8.65038,4.74e-06,2.0,217.35,587.61,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.14066E+07,1.72473,-1.99143,0.65901,0.10235,217.35,568.12,J/kmol
2-heptanone,611.55,K,2920000.0,Pa,0.421,m3/kmol,0.251,424.05,K,114.186,0.140675,m3/kmol,0.418982,-300453000.0,J/kmol,-121796000.0,J/kmol,-4099520000.0,J/kmol,0.42296,0.21673,611.55,0.2517,238.15,611.4,kmol/m3,104.132,-8934.3,-12.0263,6.76e-06,2.0,238.15,611.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.52266E+07,0.472207,0.238382,-0.54369,0.222217,238.15,611.4,J/kmol
5-methyl-2-hexanone,601.0,K,2970000.0,Pa,0.421,m3/kmol,0.25,417.95,K,114.186,0.141298,m3/kmol,0.434398,-304000000.0,J/kmol,-122000000.0,J/kmol,-4100000000.0,J/kmol,0.59436,0.2568,601.0,0.28571,199.25,601.0,kmol/m3,114.12,-9180.0,-13.613,8.77e-06,2.0,199.25,601.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.00537E+07,1.17745,-0.708374,-0.221424,0.184955,199.25,601,J/kmol
"3,3-dimethyl-2-butanone",567.0,K,3470000.0,Pa,0.368,m3/kmol,0.261,379.45,K,100.159,0.124869,m3/kmol,0.327309,-290500000.0,J/kmol,-130700000.0,J/kmol,-3483700000.0,J/kmol,0.050005,0.070782,567.0,0.11676,221.15,564.0,kmol/m3,93.4877,-7385.26,-10.7144,7.88e-06,2.0,221.15,565.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.0163E+07,0.36416,-0.10654,0.27936,-0.16414,221.15,564,J/kmol
Diisobutyl ketone,620.0,K,2530000.0,Pa,0.522,m3/kmol,0.253,441.4,K,142.239,0.177418,m3/kmol,0.511608,-357600000.0,J/kmol,-113000000.0,J/kmol,-5310000000.0,J/kmol,0.3783,0.23231,620.0,0.24664,227.17,594.59,kmol/m3,122.178,-10064.3,-14.7018,8.65e-06,2.0,227.17,615.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.9161E+07,-1.6509,5.8937,-6.6307,2.7354,227.17,615,J/kmol
Diisopropyl ketone,582.0,K,3380000.0,Pa,0.416,m3/kmol,0.262,397.5,K,114.186,0.142561,m3/kmol,0.404427,-316000000.0,J/kmol,-123700000.0,J/kmol,-4095000000.0,J/kmol,0.013793,0.039842,582.0,0.095675,204.81,576.0,kmol/m3,107.12,-8385.7,-12.681,8.98e-06,2.0,204.81,580.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.20546E+07,3.80288,-9.83224,10.3841,-3.82912,204.81,576,J/kmol
Propanal,493.15,K,4650000.0,Pa,0.223,m3/kmol,0.239,321.15,K,58.0791,0.0734076,m3/kmol,0.330077,-187400000.0,J/kmol,-124400000.0,J/kmol,-1685700000.0,J/kmol,0.81482,0.2126,493.15,0.21277,170.0,492.98,kmol/m3,110.863,-6856.83,-13.8218,1.73e-05,2.0,170.0,504.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.19691E+07,1.83769,-1.9535,-0.000443949,0.620394,170,486.8,J/kmol
Butanal,521.15,K,4000000.0,Pa,0.263,m3/kmol,0.25,347.95,K,72.1057,0.0904328,m3/kmol,0.277417,-207000000.0,J/kmol,-115390000.0,J/kmol,-2303500000.0,J/kmol,1.0715,0.2723,521.3,0.27225,176.75,521.29,kmol/m3,99.5183,-7112.27,-11.7407,9.52e-06,2.0,176.75,537.2,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.1182E+07,-1.36073,5.94925,-7.21321,2.92674,176.75,518.23,J/kmol
Pentanal,554.0,K,3500000.0,Pa,0.316,m3/kmol,0.264,376.15,K,86.1323,0.107035,m3/kmol,0.390803,-226690000.0,J/kmol,-107110000.0,J/kmol,-2910000000.0,J/kmol,0.76227,0.25072,566.11,0.27912,182.0,566.1,kmol/m3,92.6361,-7428.5,-10.518,7.16e-06,2.0,182.0,566.1,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.99504E+07,0.991037,0.252443,-1.76171,0.936026,182,545.88,J/kmol
Hexanal,579.0,K,3110000.0,Pa,0.369,m3/kmol,0.26,401.45,K,100.159,0.123708,m3/kmol,0.439121,-247320000.0,J/kmol,-98820000.0,J/kmol,-3520000000.0,J/kmol,1.3196,0.35571,579.0,0.38551,217.15,571.32,kmol/m3,209.374,-12430.6,-28.5936,2.82e-05,2.0,217.15,591.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.57025E+07,-0.000821879,0.788181,-0.0470431,-0.460389,217.15,571.32,J/kmol
Heptanal,603.0,K,2800000.0,Pa,0.421,m3/kmol,0.267,425.95,K,114.186,0.140287,m3/kmol,0.488466,-264010000.0,J/kmol,-86530000.0,J/kmol,-4136000000.0,J/kmol,0.53646,0.24452,616.81,0.26981,229.8,616.8,kmol/m3,108.36,-9179.6,-12.655,7.34e-06,2.0,229.8,617.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.24412E+07,0.224744,0.949788,-1.50032,0.675167,229.8,596.43,J/kmol
Diisopropyl ether,500.05,K,2880000.0,Pa,0.386,m3/kmol,0.267,341.45,K,102.175,0.141775,m3/kmol,0.338683,-318988000.0,J/kmol,-124800000.0,J/kmol,-3702340000.0,J/kmol,0.72527,0.27594,500.05,0.29413,187.65,483.61,kmol/m3,109.533,-7120.3,-13.5136,1.44e-05,2.0,187.65,500.05,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.8041E+07,2.3385,-5.2086,5.0367,-1.6926,187.65,483.61,J/kmol
Di-n-butyl ether,580.15,K,2380000.0,Pa,0.511,m3/kmol,0.247,415.35,K,130.228,0.17041,m3/kmol,0.447646,-333900000.0,J/kmol,-88270000.0,J/kmol,-4947160000.0,J/kmol,0.22926,0.17412,584.11,0.21764,175.3,584.1,kmol/m3,95.7043,-8294.24,-10.8182,6.13e-06,2.0,175.3,584.1,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.4859E+07,0.77992,-0.72383,0.38094,-0.025388,175.3,562.58,J/kmol
Di-sec-butyl ether,562.0,K,2556000.0,Pa,0.487,m3/kmol,0.269,394.2,K,130.228,0.171577,m3/kmol,0.329,-360900000.0,J/kmol,-115700000.0,J/kmol,-4923300000.0,J/kmol,0.038135,0.072155,562.0,0.11862,173.15,559.0,kmol/m3,102.529,-8146.75,-11.9781,8.06e-06,2.0,173.15,560.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.5999E+07,0.34375,0.18962,-0.14755,-0.0040987,173.15,559,J/kmol
Methyl ethyl ether,437.8,K,4400000.0,Pa,0.221,m3/kmol,0.267,280.5,K,60.095,0.08585,m3/kmol,0.236,-216400000.0,J/kmol,-117700000.0,J/kmol,-1931400000.0,J/kmol,1.1195,0.26367,437.86,0.25231,160.0,437.85,kmol/m3,63.84,-4659.2,-6.4137,5.77e-06,2.0,160.0,437.85,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.3679E+08,9.4948,-25.655,28.424,-11.603,160,423.18,J/kmol
Methyl n-propyl ether,472.0,K,3801000.0,Pa,0.274,m3/kmol,0.265,312.29,K,74.1216,0.1032,m3/kmol,0.276999,-237900000.0,J/kmol,-110800000.0,J/kmol,-2517000000.0,J/kmol,1.1427,0.28927,472.0,0.3185,133.97,458.24,kmol/m3,59.8127,-4968.63,-5.70304,3.96e-06,2.0,133.97,476.25,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.42528E+07,0.586164,-0.378014,0.582618,-0.440041,133.97,458.24,J/kmol
Isopropyl butyl ether,549.0,K,2740000.0,Pa,0.435,m3/kmol,0.261,378.15,K,116.201,0.155791,m3/kmol,0.403229,-326900000.0,J/kmol,-107100000.0,J/kmol,-4324000000.0,J/kmol,0.62258,0.27082,549.0,0.30735,180.0,549.0,kmol/m3,85.9964,-7315.4,-9.4264,5.24e-06,2.0,180.0,549.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.2177E+07,0.38027,0,0,0,180,549,J/kmol
Methyl isobutyl ether,497.0,K,3410000.0,Pa,0.329,m3/kmol,0.272,331.7,K,88.1482,0.121242,m3/kmol,0.307786,-266000000.0,J/kmol,-107000000.0,J/kmol,-3122000000.0,J/kmol,0.83514,0.27544,497.0,0.27525,150.0,497.0,kmol/m3,67.8397,-5584.77,-6.90156,5.18e-06,2.0,150.0,497.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.281E+07,0.34436,0.050812,-0.029168,0.014527,150,497,J/kmol
